Report Date,Health District,Age Group Type,Age Group,Number of Cases,Number of Hospitalizations,Number of Deaths
04/09/2023,Arlington,Case Age Group,Missing,11,0,0
04/09/2023,Fairfax,Case Age Group,0-9 Years,27094,108,1
04/09/2023,Fairfax,Case Age Group,10-19 Years,32366,74,1
04/09/2023,Fairfax,Case Age Group,20-29 Years,43312,206,8
04/09/2023,Fairfax,Case Age Group,30-39 Years,44589,386,23
04/09/2023,Fairfax,Case Age Group,40-49 Years,41274,603,47
04/09/2023,Fairfax,Case Age Group,50-59 Years,35672,860,137
04/09/2023,Fairfax,Case Age Group,60-69 Years,24094,977,231
04/09/2023,Fairfax,Case Age Group,70-79 Years,12211,892,378
04/09/2023,Fairfax,Case Age Group,80+ Years,8526,1234,967
04/09/2023,Fairfax,Case Age Group,Missing,27,0,0
04/09/2023,Loudoun,Case Age Group,0-9 Years,11080,59,0
04/09/2023,Loudoun,Case Age Group,10-19 Years,14103,24,2
04/09/2023,Loudoun,Case Age Group,20-29 Years,13434,65,3
04/09/2023,Loudoun,Case Age Group,30-39 Years,15610,151,3
04/09/2023,Loudoun,Case Age Group,40-49 Years,16901,247,13
04/09/2023,Loudoun,Case Age Group,50-59 Years,14261,329,30
04/09/2023,Loudoun,Case Age Group,60-69 Years,7211,316,46
04/09/2023,Loudoun,Case Age Group,70-79 Years,3447,382,100
04/09/2023,Loudoun,Case Age Group,80+ Years,2183,476,251
04/09/2023,Loudoun,Case Age Group,Missing,184,0,0
04/09/2023,Prince William,Case Age Group,0-9 Years,14807,214,0
04/09/2023,Prince William,Case Age Group,10-19 Years,18139,187,0
04/09/2023,Prince William,Case Age Group,20-29 Years,24709,359,10
04/09/2023,Prince William,Case Age Group,30-39 Years,24693,516,26
04/09/2023,Prince William,Case Age Group,40-49 Years,23507,613,46
04/09/2023,Prince William,Case Age Group,50-59 Years,20314,746,107
04/09/2023,Prince William,Case Age Group,60-69 Years,11367,594,196
04/09/2023,Prince William,Case Age Group,70-79 Years,5141,485,231
04/09/2023,Prince William,Case Age Group,80+ Years,2659,364,335
04/09/2023,Prince William,Case Age Group,Missing,187,0,0
04/08/2023,Alexandria,Case Age Group,0-9 Years,5072,17,0
04/08/2023,Alexandria,Case Age Group,10-19 Years,3663,18,0
04/08/2023,Alexandria,Case Age Group,20-29 Years,8162,42,2
04/08/2023,Alexandria,Case Age Group,30-39 Years,10795,99,3
04/08/2023,Alexandria,Case Age Group,40-49 Years,7145,123,13
04/08/2023,Alexandria,Case Age Group,50-59 Years,5106,145,24
04/08/2023,Alexandria,Case Age Group,60-69 Years,3143,156,38
04/08/2023,Alexandria,Case Age Group,70-79 Years,1659,126,59
04/08/2023,Alexandria,Case Age Group,80+ Years,1009,106,94
04/08/2023,Alexandria,Case Age Group,Missing,7,0,0
04/08/2023,Arlington,Case Age Group,0-9 Years,6494,28,1
04/08/2023,Arlington,Case Age Group,10-19 Years,6308,16,0
04/08/2023,Arlington,Case Age Group,20-29 Years,16255,51,0
04/08/2023,Arlington,Case Age Group,30-39 Years,13480,100,2
04/08/2023,Arlington,Case Age Group,40-49 Years,9695,132,18
04/08/2023,Arlington,Case Age Group,50-59 Years,6863,185,26
04/08/2023,Arlington,Case Age Group,60-69 Years,4142,221,47
04/08/2023,Arlington,Case Age Group,70-79 Years,2379,281,85
04/08/2023,Arlington,Case Age Group,80+ Years,1430,356,190
04/08/2023,Arlington,Case Age Group,Missing,11,0,0
04/08/2023,Fairfax,Case Age Group,0-9 Years,27091,108,1
04/08/2023,Fairfax,Case Age Group,10-19 Years,32366,74,1
04/08/2023,Fairfax,Case Age Group,20-29 Years,43304,206,8
04/08/2023,Fairfax,Case Age Group,30-39 Years,44586,386,23
04/08/2023,Fairfax,Case Age Group,40-49 Years,41271,603,47
04/08/2023,Fairfax,Case Age Group,50-59 Years,35670,860,137
04/08/2023,Fairfax,Case Age Group,60-69 Years,24092,977,231
04/08/2023,Fairfax,Case Age Group,70-79 Years,12206,892,378
04/08/2023,Fairfax,Case Age Group,80+ Years,8527,1234,967
04/08/2023,Fairfax,Case Age Group,Missing,27,0,0
04/08/2023,Loudoun,Case Age Group,0-9 Years,11079,59,0
04/08/2023,Loudoun,Case Age Group,10-19 Years,14103,24,2
04/08/2023,Loudoun,Case Age Group,20-29 Years,13433,65,3
04/08/2023,Loudoun,Case Age Group,30-39 Years,15610,151,3
04/08/2023,Loudoun,Case Age Group,40-49 Years,16898,247,13
04/08/2023,Loudoun,Case Age Group,50-59 Years,14261,329,30
04/08/2023,Loudoun,Case Age Group,60-69 Years,7210,316,46
04/08/2023,Loudoun,Case Age Group,70-79 Years,3445,382,100
04/08/2023,Loudoun,Case Age Group,80+ Years,2183,476,251
04/08/2023,Loudoun,Case Age Group,Missing,184,0,0
04/08/2023,Prince William,Case Age Group,0-9 Years,14807,214,0
04/08/2023,Prince William,Case Age Group,10-19 Years,18137,187,0
04/08/2023,Prince William,Case Age Group,20-29 Years,24708,359,10
04/08/2023,Prince William,Case Age Group,30-39 Years,24693,516,26
04/08/2023,Prince William,Case Age Group,40-49 Years,23504,613,46
04/08/2023,Prince William,Case Age Group,50-59 Years,20311,746,107
04/08/2023,Prince William,Case Age Group,60-69 Years,11366,594,196
04/08/2023,Prince William,Case Age Group,70-79 Years,5141,485,231
04/08/2023,Prince William,Case Age Group,80+ Years,2658,364,335
04/08/2023,Prince William,Case Age Group,Missing,187,0,0
04/07/2023,Alexandria,Case Age Group,0-9 Years,5072,17,0
04/07/2023,Alexandria,Case Age Group,10-19 Years,3663,18,0
04/07/2023,Alexandria,Case Age Group,20-29 Years,8162,42,2
04/07/2023,Alexandria,Case Age Group,30-39 Years,10795,99,3
04/07/2023,Alexandria,Case Age Group,40-49 Years,7145,123,13
04/07/2023,Alexandria,Case Age Group,50-59 Years,5105,145,24
04/07/2023,Alexandria,Case Age Group,60-69 Years,3142,156,38
04/07/2023,Alexandria,Case Age Group,70-79 Years,1660,126,59
04/07/2023,Alexandria,Case Age Group,80+ Years,1009,106,94
04/07/2023,Alexandria,Case Age Group,Missing,7,0,0
04/07/2023,Arlington,Case Age Group,0-9 Years,6494,28,1
04/07/2023,Arlington,Case Age Group,10-19 Years,6308,16,0
04/07/2023,Arlington,Case Age Group,20-29 Years,16253,51,0
04/07/2023,Arlington,Case Age Group,30-39 Years,13480,100,2
04/07/2023,Arlington,Case Age Group,40-49 Years,9694,132,18
04/07/2023,Arlington,Case Age Group,50-59 Years,6863,185,26
04/07/2023,Arlington,Case Age Group,60-69 Years,4142,221,47
04/07/2023,Arlington,Case Age Group,70-79 Years,2379,281,85
04/07/2023,Arlington,Case Age Group,80+ Years,1430,356,190
04/07/2023,Arlington,Case Age Group,Missing,11,0,0
04/07/2023,Fairfax,Case Age Group,0-9 Years,27086,108,1
04/07/2023,Fairfax,Case Age Group,10-19 Years,32361,74,1
04/07/2023,Fairfax,Case Age Group,20-29 Years,43299,206,8
04/07/2023,Fairfax,Case Age Group,30-39 Years,44583,386,23
04/07/2023,Fairfax,Case Age Group,40-49 Years,41270,603,47
04/07/2023,Fairfax,Case Age Group,50-59 Years,35667,860,137
04/07/2023,Fairfax,Case Age Group,60-69 Years,24090,977,231
04/07/2023,Fairfax,Case Age Group,70-79 Years,12202,892,378
04/07/2023,Fairfax,Case Age Group,80+ Years,8523,1234,967
04/07/2023,Fairfax,Case Age Group,Missing,27,0,0
04/07/2023,Loudoun,Case Age Group,0-9 Years,11078,59,0
04/07/2023,Loudoun,Case Age Group,10-19 Years,14102,24,2
04/07/2023,Loudoun,Case Age Group,20-29 Years,13432,65,3
04/07/2023,Loudoun,Case Age Group,30-39 Years,15606,151,3
04/07/2023,Loudoun,Case Age Group,40-49 Years,16898,247,13
04/07/2023,Loudoun,Case Age Group,50-59 Years,14260,329,30
04/07/2023,Loudoun,Case Age Group,60-69 Years,7208,316,46
04/07/2023,Loudoun,Case Age Group,70-79 Years,3445,382,100
04/07/2023,Loudoun,Case Age Group,80+ Years,2183,476,251
04/07/2023,Loudoun,Case Age Group,Missing,184,0,0
04/07/2023,Prince William,Case Age Group,0-9 Years,14803,214,0
04/07/2023,Prince William,Case Age Group,10-19 Years,18137,187,0
04/07/2023,Prince William,Case Age Group,20-29 Years,24706,359,10
04/07/2023,Prince William,Case Age Group,30-39 Years,24692,516,26
04/07/2023,Prince William,Case Age Group,40-49 Years,23502,613,46
04/07/2023,Prince William,Case Age Group,50-59 Years,20310,746,107
04/07/2023,Prince William,Case Age Group,60-69 Years,11364,594,196
04/07/2023,Prince William,Case Age Group,70-79 Years,5140,485,231
04/07/2023,Prince William,Case Age Group,80+ Years,2657,364,335
04/07/2023,Prince William,Case Age Group,Missing,187,0,0
04/06/2023,Alexandria,Case Age Group,0-9 Years,5072,17,0
04/06/2023,Alexandria,Case Age Group,10-19 Years,3661,18,0
04/06/2023,Alexandria,Case Age Group,20-29 Years,8162,42,2
04/06/2023,Alexandria,Case Age Group,30-39 Years,10792,99,3
04/06/2023,Alexandria,Case Age Group,40-49 Years,7144,123,13
04/06/2023,Alexandria,Case Age Group,50-59 Years,5106,145,24
04/06/2023,Alexandria,Case Age Group,60-69 Years,3141,156,38
04/06/2023,Alexandria,Case Age Group,70-79 Years,1658,126,59
04/06/2023,Alexandria,Case Age Group,80+ Years,1009,106,94
04/06/2023,Alexandria,Case Age Group,Missing,7,0,0
04/06/2023,Arlington,Case Age Group,0-9 Years,6493,28,1
04/06/2023,Arlington,Case Age Group,10-19 Years,6308,16,0
04/06/2023,Arlington,Case Age Group,20-29 Years,16249,51,0
04/06/2023,Arlington,Case Age Group,30-39 Years,13479,100,2
04/06/2023,Arlington,Case Age Group,40-49 Years,9691,132,18
04/06/2023,Arlington,Case Age Group,50-59 Years,6862,185,26
04/06/2023,Arlington,Case Age Group,60-69 Years,4141,221,47
04/06/2023,Arlington,Case Age Group,70-79 Years,2376,281,85
04/06/2023,Arlington,Case Age Group,80+ Years,1429,356,190
04/06/2023,Arlington,Case Age Group,Missing,11,0,0
04/06/2023,Fairfax,Case Age Group,0-9 Years,27084,108,1
04/06/2023,Fairfax,Case Age Group,10-19 Years,32361,74,1
04/06/2023,Fairfax,Case Age Group,20-29 Years,43292,206,8
04/06/2023,Fairfax,Case Age Group,30-39 Years,44581,386,23
04/06/2023,Fairfax,Case Age Group,40-49 Years,41266,603,47
04/06/2023,Fairfax,Case Age Group,50-59 Years,35659,860,137
04/06/2023,Fairfax,Case Age Group,60-69 Years,24082,977,231
04/06/2023,Fairfax,Case Age Group,70-79 Years,12197,892,378
04/06/2023,Fairfax,Case Age Group,80+ Years,8523,1234,967
04/06/2023,Fairfax,Case Age Group,Missing,27,0,0
04/06/2023,Loudoun,Case Age Group,0-9 Years,11077,59,0
04/06/2023,Loudoun,Case Age Group,10-19 Years,14102,24,2
04/06/2023,Loudoun,Case Age Group,20-29 Years,13431,65,3
04/06/2023,Loudoun,Case Age Group,30-39 Years,15602,151,3
04/06/2023,Loudoun,Case Age Group,40-49 Years,16897,247,13
04/06/2023,Loudoun,Case Age Group,50-59 Years,14258,329,30
04/06/2023,Loudoun,Case Age Group,60-69 Years,7205,316,46
04/06/2023,Loudoun,Case Age Group,70-79 Years,3442,382,100
04/06/2023,Loudoun,Case Age Group,80+ Years,2181,476,251
04/06/2023,Loudoun,Case Age Group,Missing,184,0,0
04/06/2023,Prince William,Case Age Group,0-9 Years,14803,214,0
04/06/2023,Prince William,Case Age Group,10-19 Years,18136,187,0
04/06/2023,Prince William,Case Age Group,20-29 Years,24703,359,10
04/06/2023,Prince William,Case Age Group,30-39 Years,24689,516,26
04/06/2023,Prince William,Case Age Group,40-49 Years,23499,613,46
04/06/2023,Prince William,Case Age Group,50-59 Years,20306,746,107
04/06/2023,Prince William,Case Age Group,60-69 Years,11363,594,196
04/06/2023,Prince William,Case Age Group,70-79 Years,5139,485,231
04/06/2023,Prince William,Case Age Group,80+ Years,2658,364,335
04/06/2023,Prince William,Case Age Group,Missing,187,0,0
04/05/2023,Alexandria,Case Age Group,0-9 Years,5072,17,0
04/05/2023,Alexandria,Case Age Group,10-19 Years,3661,18,0
04/05/2023,Alexandria,Case Age Group,20-29 Years,8161,42,2
04/05/2023,Alexandria,Case Age Group,30-39 Years,10792,99,3
04/05/2023,Alexandria,Case Age Group,40-49 Years,7143,123,13
04/05/2023,Alexandria,Case Age Group,50-59 Years,5104,145,24
04/05/2023,Alexandria,Case Age Group,60-69 Years,3140,156,38
04/05/2023,Alexandria,Case Age Group,70-79 Years,1657,126,59
04/05/2023,Alexandria,Case Age Group,80+ Years,1008,106,94
04/05/2023,Alexandria,Case Age Group,Missing,7,0,0
04/05/2023,Arlington,Case Age Group,0-9 Years,6487,28,1
04/05/2023,Arlington,Case Age Group,10-19 Years,6312,16,0
04/05/2023,Arlington,Case Age Group,20-29 Years,16247,51,0
04/05/2023,Arlington,Case Age Group,30-39 Years,13478,100,2
04/05/2023,Arlington,Case Age Group,40-49 Years,9689,132,18
04/05/2023,Arlington,Case Age Group,50-59 Years,6862,185,26
04/05/2023,Arlington,Case Age Group,60-69 Years,4139,221,47
04/05/2023,Arlington,Case Age Group,70-79 Years,2377,281,85
04/05/2023,Arlington,Case Age Group,80+ Years,1428,356,190
04/05/2023,Arlington,Case Age Group,Missing,11,0,0
04/05/2023,Fairfax,Case Age Group,0-9 Years,27079,108,1
04/05/2023,Fairfax,Case Age Group,10-19 Years,32357,74,1
04/05/2023,Fairfax,Case Age Group,20-29 Years,43288,206,8
04/05/2023,Fairfax,Case Age Group,30-39 Years,44578,386,23
04/05/2023,Fairfax,Case Age Group,40-49 Years,41259,603,47
04/05/2023,Fairfax,Case Age Group,50-59 Years,35655,860,137
04/05/2023,Fairfax,Case Age Group,60-69 Years,24081,977,231
04/05/2023,Fairfax,Case Age Group,70-79 Years,12193,892,378
04/05/2023,Fairfax,Case Age Group,80+ Years,8521,1234,967
04/05/2023,Fairfax,Case Age Group,Missing,27,0,0
04/05/2023,Loudoun,Case Age Group,0-9 Years,11077,59,0
04/05/2023,Loudoun,Case Age Group,10-19 Years,14102,24,2
04/05/2023,Loudoun,Case Age Group,20-29 Years,13428,65,3
04/05/2023,Loudoun,Case Age Group,30-39 Years,15602,151,3
04/05/2023,Loudoun,Case Age Group,40-49 Years,16896,247,13
04/05/2023,Loudoun,Case Age Group,50-59 Years,14252,329,30
04/05/2023,Loudoun,Case Age Group,60-69 Years,7204,316,46
04/05/2023,Loudoun,Case Age Group,70-79 Years,3442,382,100
04/05/2023,Loudoun,Case Age Group,80+ Years,2181,476,251
04/05/2023,Loudoun,Case Age Group,Missing,184,0,0
04/05/2023,Prince William,Case Age Group,0-9 Years,14799,214,0
04/05/2023,Prince William,Case Age Group,10-19 Years,18136,187,0
04/05/2023,Prince William,Case Age Group,20-29 Years,24700,359,10
04/05/2023,Prince William,Case Age Group,30-39 Years,24687,516,26
04/05/2023,Prince William,Case Age Group,40-49 Years,23497,613,46
04/05/2023,Prince William,Case Age Group,50-59 Years,20303,746,107
04/05/2023,Prince William,Case Age Group,60-69 Years,11362,594,196
04/05/2023,Prince William,Case Age Group,70-79 Years,5136,485,231
04/05/2023,Prince William,Case Age Group,80+ Years,2657,364,335
04/05/2023,Prince William,Case Age Group,Missing,187,0,0
04/04/2023,Alexandria,Case Age Group,0-9 Years,5068,17,0
04/04/2023,Alexandria,Case Age Group,10-19 Years,3659,18,0
04/04/2023,Alexandria,Case Age Group,20-29 Years,8159,42,2
04/04/2023,Alexandria,Case Age Group,30-39 Years,10790,99,3
04/04/2023,Alexandria,Case Age Group,40-49 Years,7142,123,13
04/04/2023,Alexandria,Case Age Group,50-59 Years,5102,145,24
04/04/2023,Alexandria,Case Age Group,60-69 Years,3141,156,38
04/04/2023,Alexandria,Case Age Group,70-79 Years,1657,126,59
04/04/2023,Alexandria,Case Age Group,80+ Years,1008,106,94
04/04/2023,Alexandria,Case Age Group,Missing,7,0,0
04/04/2023,Arlington,Case Age Group,0-9 Years,6482,28,1
04/04/2023,Arlington,Case Age Group,10-19 Years,6310,16,0
04/04/2023,Arlington,Case Age Group,20-29 Years,16245,51,0
04/04/2023,Arlington,Case Age Group,30-39 Years,13480,100,2
04/04/2023,Arlington,Case Age Group,40-49 Years,9685,132,18
04/04/2023,Arlington,Case Age Group,50-59 Years,6863,185,26
04/04/2023,Arlington,Case Age Group,60-69 Years,4139,221,47
04/04/2023,Arlington,Case Age Group,70-79 Years,2376,281,85
04/04/2023,Arlington,Case Age Group,80+ Years,1424,355,190
04/04/2023,Arlington,Case Age Group,Missing,11,0,0
04/04/2023,Fairfax,Case Age Group,0-9 Years,27072,108,1
04/04/2023,Fairfax,Case Age Group,10-19 Years,32356,74,1
04/04/2023,Fairfax,Case Age Group,20-29 Years,43285,206,8
04/04/2023,Fairfax,Case Age Group,30-39 Years,44575,386,23
04/04/2023,Fairfax,Case Age Group,40-49 Years,41254,603,47
04/04/2023,Fairfax,Case Age Group,50-59 Years,35645,860,137
04/04/2023,Fairfax,Case Age Group,60-69 Years,24075,977,231
04/04/2023,Fairfax,Case Age Group,70-79 Years,12182,891,378
04/04/2023,Fairfax,Case Age Group,80+ Years,8516,1234,967
04/04/2023,Fairfax,Case Age Group,Missing,27,0,0
04/04/2023,Loudoun,Case Age Group,0-9 Years,11073,59,0
04/04/2023,Loudoun,Case Age Group,10-19 Years,14098,24,2
04/04/2023,Loudoun,Case Age Group,20-29 Years,13429,65,3
04/04/2023,Loudoun,Case Age Group,30-39 Years,15601,151,3
04/04/2023,Loudoun,Case Age Group,40-49 Years,16898,247,13
04/04/2023,Loudoun,Case Age Group,50-59 Years,14250,329,30
04/04/2023,Loudoun,Case Age Group,60-69 Years,7202,316,46
04/04/2023,Loudoun,Case Age Group,70-79 Years,3440,382,100
04/04/2023,Loudoun,Case Age Group,80+ Years,2178,476,251
04/04/2023,Loudoun,Case Age Group,Missing,184,0,0
04/04/2023,Prince William,Case Age Group,0-9 Years,14795,214,0
04/04/2023,Prince William,Case Age Group,10-19 Years,18133,187,0
04/04/2023,Prince William,Case Age Group,20-29 Years,24697,359,10
04/04/2023,Prince William,Case Age Group,30-39 Years,24687,516,26
04/04/2023,Prince William,Case Age Group,40-49 Years,23494,613,46
04/04/2023,Prince William,Case Age Group,50-59 Years,20295,745,107
04/04/2023,Prince William,Case Age Group,60-69 Years,11359,594,196
04/04/2023,Prince William,Case Age Group,70-79 Years,5135,485,231
04/04/2023,Prince William,Case Age Group,80+ Years,2654,364,335
04/04/2023,Prince William,Case Age Group,Missing,187,0,0
04/03/2023,Alexandria,Case Age Group,0-9 Years,5068,17,0
04/03/2023,Alexandria,Case Age Group,10-19 Years,3659,18,0
04/03/2023,Alexandria,Case Age Group,20-29 Years,8158,42,2
04/03/2023,Alexandria,Case Age Group,30-39 Years,10788,99,3
04/03/2023,Alexandria,Case Age Group,40-49 Years,7143,123,13
04/03/2023,Alexandria,Case Age Group,50-59 Years,5102,145,24
04/03/2023,Alexandria,Case Age Group,60-69 Years,3140,156,38
04/03/2023,Alexandria,Case Age Group,70-79 Years,1656,126,58
04/03/2023,Alexandria,Case Age Group,80+ Years,1009,106,94
04/03/2023,Alexandria,Case Age Group,Missing,7,0,0
04/03/2023,Arlington,Case Age Group,0-9 Years,6482,28,1
04/03/2023,Arlington,Case Age Group,10-19 Years,6310,16,0
04/03/2023,Arlington,Case Age Group,20-29 Years,16241,51,0
04/03/2023,Arlington,Case Age Group,30-39 Years,13481,100,2
04/03/2023,Arlington,Case Age Group,40-49 Years,9684,132,18
04/03/2023,Arlington,Case Age Group,50-59 Years,6863,185,26
04/03/2023,Arlington,Case Age Group,60-69 Years,4139,221,47
04/03/2023,Arlington,Case Age Group,70-79 Years,2376,281,85
04/03/2023,Arlington,Case Age Group,80+ Years,1423,355,190
04/03/2023,Arlington,Case Age Group,Missing,11,0,0
04/03/2023,Fairfax,Case Age Group,0-9 Years,27065,108,1
04/03/2023,Fairfax,Case Age Group,10-19 Years,32359,74,1
04/03/2023,Fairfax,Case Age Group,20-29 Years,43283,206,8
04/03/2023,Fairfax,Case Age Group,30-39 Years,44571,386,23
04/03/2023,Fairfax,Case Age Group,40-49 Years,41256,603,47
04/03/2023,Fairfax,Case Age Group,50-59 Years,35642,860,137
04/03/2023,Fairfax,Case Age Group,60-69 Years,24069,977,230
04/03/2023,Fairfax,Case Age Group,70-79 Years,12180,891,378
04/03/2023,Fairfax,Case Age Group,80+ Years,8509,1234,967
04/03/2023,Fairfax,Case Age Group,Missing,27,0,0
04/03/2023,Loudoun,Case Age Group,0-9 Years,11069,59,0
04/03/2023,Loudoun,Case Age Group,10-19 Years,14099,24,2
04/03/2023,Loudoun,Case Age Group,20-29 Years,13427,65,3
04/03/2023,Loudoun,Case Age Group,30-39 Years,15600,151,3
04/03/2023,Loudoun,Case Age Group,40-49 Years,16896,247,13
04/03/2023,Loudoun,Case Age Group,50-59 Years,14246,329,30
04/03/2023,Loudoun,Case Age Group,60-69 Years,7200,316,46
04/03/2023,Loudoun,Case Age Group,70-79 Years,3439,381,100
04/03/2023,Loudoun,Case Age Group,80+ Years,2176,474,250
04/03/2023,Loudoun,Case Age Group,Missing,184,0,0
04/03/2023,Prince William,Case Age Group,0-9 Years,14793,214,0
04/03/2023,Prince William,Case Age Group,10-19 Years,18133,187,0
04/03/2023,Prince William,Case Age Group,20-29 Years,24695,359,10
04/03/2023,Prince William,Case Age Group,30-39 Years,24686,516,26
04/03/2023,Prince William,Case Age Group,40-49 Years,23494,613,45
04/03/2023,Prince William,Case Age Group,50-59 Years,20290,745,106
04/03/2023,Prince William,Case Age Group,60-69 Years,11354,594,196
04/03/2023,Prince William,Case Age Group,70-79 Years,5132,485,231
04/03/2023,Prince William,Case Age Group,80+ Years,2653,364,335
04/03/2023,Prince William,Case Age Group,Missing,187,0,0
04/02/2023,Alexandria,Case Age Group,0-9 Years,5068,17,0
04/02/2023,Alexandria,Case Age Group,10-19 Years,3659,18,0
04/02/2023,Alexandria,Case Age Group,20-29 Years,8157,42,2
04/02/2023,Alexandria,Case Age Group,30-39 Years,10785,99,3
04/02/2023,Alexandria,Case Age Group,40-49 Years,7142,123,13
04/02/2023,Alexandria,Case Age Group,50-59 Years,5102,145,24
04/02/2023,Alexandria,Case Age Group,60-69 Years,3139,156,38
04/02/2023,Alexandria,Case Age Group,70-79 Years,1655,126,58
